On Time,Off Time,Running Duration,Off Duration
2021-01-23 18:22:45+00:00,2021-01-23 18:27:26+00:00,0:04:41,0:14:00
2021-01-23 18:41:26+00:00,2021-01-23 18:46:16+00:00,0:04:50,0:14:07
2021-01-23 19:00:23+00:00,2021-01-23 19:05:02+00:00,0:04:39,0:14:31
2021-01-23 19:19:33+00:00,2021-01-23 19:23:53+00:00,0:04:20,0:14:21
2021-01-23 19:38:14+00:00,2021-01-23 19:43:13+00:00,0:04:59,0:13:50
2021-01-23 19:57:03+00:00,2021-01-23 20:02:10+00:00,0:05:07,0:13:37
2021-01-23 20:15:47+00:00,2021-01-23 20:19:51+00:00,0:04:04,0:14:08
2021-01-23 20:33:59+00:00,2021-01-23 20:38:04+00:00,0:04:05,0:13:51
2021-01-23 20:51:55+00:00,2021-01-23 20:56:26+00:00,0:04:31,0:13:26
2021-01-23 21:09:52+00:00,2021-01-23 21:15:20+00:00,0:05:28,0:13:29
2021-01-23 21:28:49+00:00,2021-01-23 21:33:23+00:00,0:04:34,0:14:10
2021-01-23 21:47:33+00:00,2021-01-23 21:52:15+00:00,0:04:42,0:13:33
2021-01-23 22:05:48+00:00,2021-01-23 22:11:06+00:00,0:05:18,0:13:36
2021-01-23 22:24:42+00:00,2021-01-23 22:29:11+00:00,0:04:29,0:14:07
2021-01-23 22:43:18+00:00,2021-01-23 22:48:14+00:00,0:04:56,0:14:23
2021-01-23 23:02:37+00:00,2021-01-23 23:07:08+00:00,0:04:31,0:14:27
2021-01-23 23:21:35+00:00,2021-01-23 23:26:26+00:00,0:04:51,0:13:58
2021-01-23 23:40:24+00:00,2021-01-23 23:45:11+00:00,0:04:47,0:14:14
2021-01-23 23:59:25+00:00,2021-01-24 00:04:02+00:00,0:04:37,0:14:10
2021-01-24 00:18:12+00:00,2021-01-24 00:22:26+00:00,0:04:14,0:14:17
2021-01-24 00:36:43+00:00,2021-01-24 00:41:21+00:00,0:04:38,0:13:45
2021-01-24 00:55:06+00:00,2021-01-24 01:00:22+00:00,0:05:16,0:13:40
2021-01-24 01:14:02+00:00,2021-01-24 01:18:47+00:00,0:04:45,0:14:01
2021-01-24 01:32:48+00:00,2021-01-24 01:37:29+00:00,0:04:41,0:14:06
2021-01-24 01:51:35+00:00,2021-01-24 01:55:58+00:00,0:04:23,0:14:22
2021-01-24 02:10:20+00:00,2021-01-24 02:14:53+00:00,0:04:33,0:14:14
2021-01-24 02:29:07+00:00,2021-01-24 02:33:43+00:00,0:04:36,0:14:12
2021-01-24 02:47:55+00:00,2021-01-24 02:52:23+00:00,0:04:28,0:14:04
2021-01-24 03:06:27+00:00,2021-01-24 03:11:34+00:00,0:05:07,0:13:53
2021-01-24 03:25:27+00:00,2021-01-24 03:30:04+00:00,0:04:37,0:14:10
2021-01-24 03:44:14+00:00,2021-01-24 03:48:44+00:00,0:04:30,0:14:13
2021-01-24 04:02:57+00:00,2021-01-24 04:07:32+00:00,0:04:35,0:13:59
2021-01-24 04:21:31+00:00,2021-01-24 04:26:24+00:00,0:04:53,0:13:29
2021-01-24 04:39:53+00:00,2021-01-24 04:44:16+00:00,0:04:23,0:13:33
2021-01-24 04:57:49+00:00,2021-01-24 05:01:52+00:00,0:04:03,0:13:57
2021-01-24 05:15:49+00:00,2021-01-24 05:20:36+00:00,0:04:47,0:13:27
2021-01-24 05:34:03+00:00,2021-01-24 05:39:12+00:00,0:05:09,0:13:13
2021-01-24 05:52:25+00:00,2021-01-24 05:56:39+00:00,0:04:14,0:13:54
2021-01-24 06:10:33+00:00,2021-01-24 06:14:45+00:00,0:04:12,0:14:01
2021-01-24 06:28:46+00:00,2021-01-24 06:33:41+00:00,0:04:55,0:13:24
2021-01-24 06:47:05+00:00,2021-01-24 06:52:02+00:00,0:04:57,0:13:41
2021-01-24 07:05:43+00:00,2021-01-24 07:09:39+00:00,0:03:56,0:14:23
2021-01-24 07:24:02+00:00,2021-01-24 07:28:48+00:00,0:04:46,0:13:37
2021-01-24 07:42:25+00:00,2021-01-24 07:46:42+00:00,0:04:17,0:14:02
2021-01-24 08:00:44+00:00,2021-01-24 08:05:03+00:00,0:04:19,0:13:45
2021-01-24 08:18:48+00:00,2021-01-24 08:23:25+00:00,0:04:37,0:13:52
2021-01-24 08:37:17+00:00,2021-01-24 08:41:49+00:00,0:04:32,0:14:04
2021-01-24 08:55:53+00:00,2021-01-24 09:00:36+00:00,0:04:43,0:13:57
2021-01-24 09:14:33+00:00,2021-01-24 09:19:03+00:00,0:04:30,0:14:02
2021-01-24 09:33:05+00:00,2021-01-24 09:37:23+00:00,0:04:18,0:13:50
2021-01-24 09:51:13+00:00,2021-01-24 09:56:24+00:00,0:05:11,0:13:10
2021-01-24 10:09:34+00:00,2021-01-24 10:13:41+00:00,0:04:07,0:13:51
2021-01-24 10:27:32+00:00,2021-01-24 10:32:01+00:00,0:04:29,0:14:05
2021-01-24 10:46:06+00:00,2021-01-24 10:50:16+00:00,0:04:10,0:13:50
2021-01-24 11:04:06+00:00,2021-01-24 11:09:00+00:00,0:04:54,0:13:50
2021-01-24 11:22:50+00:00,2021-01-24 11:27:11+00:00,0:04:21,0:13:56
2021-01-24 11:41:07+00:00,2021-01-24 11:45:55+00:00,0:04:48,0:14:03
2021-01-24 11:59:58+00:00,2021-01-24 12:04:46+00:00,0:04:48,0:14:00
2021-01-24 12:18:46+00:00,2021-01-24 12:23:25+00:00,0:04:39,0:13:43
2021-01-24 12:37:08+00:00,2021-01-24 12:41:41+00:00,0:04:33,0:14:03
2021-01-24 12:55:44+00:00,2021-01-24 13:00:40+00:00,0:04:56,0:13:46
2021-01-24 13:14:26+00:00,2021-01-24 13:18:22+00:00,0:03:56,0:14:28
2021-01-24 13:32:50+00:00,2021-01-24 13:37:29+00:00,0:04:39,0:13:54
2021-01-24 13:51:23+00:00,2021-01-24 13:55:56+00:00,0:04:33,0:14:01
2021-01-24 14:09:57+00:00,2021-01-24 14:14:26+00:00,0:04:29,0:13:57
2021-01-24 14:28:23+00:00,2021-01-24 14:32:45+00:00,0:04:22,0:14:12
2021-01-24 14:46:57+00:00,2021-01-24 14:51:09+00:00,0:04:12,0:14:05
2021-01-24 15:05:14+00:00,2021-01-24 15:09:34+00:00,0:04:20,0:13:57
2021-01-24 15:23:31+00:00,2021-01-24 15:27:50+00:00,0:04:19,0:13:55
2021-01-24 15:41:45+00:00,2021-01-24 15:46:33+00:00,0:04:48,0:13:14
2021-01-24 15:59:47+00:00,2021-01-24 16:04:13+00:00,0:04:26,0:13:44
2021-01-24 16:17:57+00:00,2021-01-24 16:22:37+00:00,0:04:40,0:14:17
2021-01-24 16:36:54+00:00,2021-01-24 16:41:16+00:00,0:04:22,0:14:07
2021-01-24 16:55:23+00:00,2021-01-24 16:59:25+00:00,0:04:02,0:14:26
2021-01-24 17:13:51+00:00,2021-01-24 17:19:07+00:00,0:05:16,0:13:18
2021-01-24 17:32:25+00:00,2021-01-24 17:37:15+00:00,0:04:50,0:13:52
2021-01-24 17:51:07+00:00,2021-01-24 17:55:51+00:00,0:04:44,0:13:25
2021-01-24 18:09:16+00:00,2021-01-24 18:13:52+00:00,0:04:36,0:13:39
2021-01-24 18:27:31+00:00,2021-01-24 18:31:55+00:00,0:04:24,0:13:45
2021-01-24 18:45:40+00:00,2021-01-24 18:50:20+00:00,0:04:40,0:13:26
2021-01-24 19:03:46+00:00,2021-01-24 19:08:12+00:00,0:04:26,0:13:54
2021-01-24 19:22:06+00:00,2021-01-24 19:26:27+00:00,0:04:21,0:13:41
2021-01-24 19:40:08+00:00,2021-01-24 19:45:11+00:00,0:05:03,0:13:18
2021-01-24 19:58:29+00:00,2021-01-24 20:02:37+00:00,0:04:08,0:13:56
2021-01-24 20:16:33+00:00,2021-01-24 20:20:56+00:00,0:04:23,0:13:25
2021-01-24 20:34:21+00:00,2021-01-24 20:38:55+00:00,0:04:34,0:13:21
2021-01-24 20:52:16+00:00,2021-01-24 20:57:22+00:00,0:05:06,0:12:58
2021-01-24 21:10:20+00:00,2021-01-24 21:14:48+00:00,0:04:28,0:13:49
2021-01-24 21:28:37+00:00,2021-01-24 21:33:10+00:00,0:04:33,0:13:46
2021-01-24 21:46:56+00:00,2021-01-24 21:51:21+00:00,0:04:25,0:13:47
2021-01-24 22:05:08+00:00,2021-01-24 22:09:40+00:00,0:04:32,0:13:34
2021-01-24 22:23:14+00:00,2021-01-24 22:28:13+00:00,0:04:59,0:13:15
2021-01-24 22:41:28+00:00,2021-01-24 22:45:53+00:00,0:04:25,0:13:54
2021-01-24 22:59:47+00:00,2021-01-24 23:03:54+00:00,0:04:07,0:13:55
2021-01-24 23:17:49+00:00,2021-01-24 23:22:16+00:00,0:04:27,0:13:33
2021-01-24 23:35:49+00:00,2021-01-24 23:40:46+00:00,0:04:57,0:13:02
2021-01-24 23:53:48+00:00,2021-01-24 23:58:19+00:00,0:04:31,0:13:48
2021-01-25 00:12:07+00:00,2021-01-25 00:16:57+00:00,0:04:50,0:13:28
2021-01-25 00:30:25+00:00,2021-01-25 00:34:43+00:00,0:04:18,0:13:54
2021-01-25 00:48:37+00:00,2021-01-25 00:52:52+00:00,0:04:15,0:14:06
2021-01-25 01:06:58+00:00,2021-01-25 01:11:37+00:00,0:04:39,0:13:28
2021-01-25 01:25:05+00:00,2021-01-25 01:29:54+00:00,0:04:49,0:13:54
2021-01-25 01:43:48+00:00,2021-01-25 01:48:18+00:00,0:04:30,0:13:51
2021-01-25 02:02:09+00:00,2021-01-25 02:06:35+00:00,0:04:26,0:13:30
2021-01-25 02:20:05+00:00,2021-01-25 02:24:23+00:00,0:04:18,0:13:38
2021-01-25 02:38:01+00:00,2021-01-25 02:42:36+00:00,0:04:35,0:13:13
2021-01-25 02:55:49+00:00,2021-01-25 03:00:25+00:00,0:04:36,0:13:12
2021-01-25 03:13:37+00:00,2021-01-25 03:17:51+00:00,0:04:14,0:13:38
2021-01-25 03:31:29+00:00,2021-01-25 03:36:31+00:00,0:05:02,0:13:13
2021-01-25 03:49:44+00:00,2021-01-25 03:54:00+00:00,0:04:16,0:14:00
2021-01-25 04:08:00+00:00,2021-01-25 04:12:10+00:00,0:04:10,0:13:52
2021-01-25 04:26:02+00:00,2021-01-25 04:30:03+00:00,0:04:01,0:14:06
2021-01-25 04:44:09+00:00,2021-01-25 04:48:43+00:00,0:04:34,0:13:29
2021-01-25 05:02:12+00:00,2021-01-25 05:06:56+00:00,0:04:44,0:13:59
2021-01-25 05:20:55+00:00,2021-01-25 05:25:13+00:00,0:04:18,0:14:02
2021-01-25 05:39:15+00:00,2021-01-25 05:43:25+00:00,0:04:10,0:13:58
2021-01-25 05:57:23+00:00,2021-01-25 06:01:54+00:00,0:04:31,0:14:04
2021-01-25 06:15:58+00:00,2021-01-25 06:20:07+00:00,0:04:09,0:13:56
2021-01-25 06:34:03+00:00,2021-01-25 06:38:08+00:00,0:04:05,0:13:45
2021-01-25 06:51:53+00:00,2021-01-25 06:55:57+00:00,0:04:04,0:13:48
2021-01-25 07:09:45+00:00,2021-01-25 07:14:43+00:00,0:04:58,0:13:07
2021-01-25 07:27:50+00:00,2021-01-25 07:31:50+00:00,0:04:00,0:14:03
2021-01-25 07:45:53+00:00,2021-01-25 07:50:10+00:00,0:04:17,0:13:29
2021-01-25 08:03:39+00:00,2021-01-25 08:08:27+00:00,0:04:48,0:13:02
2021-01-25 08:21:29+00:00,2021-01-25 08:25:33+00:00,0:04:04,0:13:45
2021-01-25 08:39:18+00:00,2021-01-25 08:43:37+00:00,0:04:19,0:13:19
2021-01-25 08:56:56+00:00,2021-01-25 09:02:16+00:00,0:05:20,0:12:52
2021-01-25 09:15:08+00:00,2021-01-25 09:19:44+00:00,0:04:36,0:13:24
2021-01-25 09:33:08+00:00,2021-01-25 09:38:11+00:00,0:05:03,0:13:07
2021-01-25 09:51:18+00:00,2021-01-25 09:56:05+00:00,0:04:47,0:13:22
2021-01-25 10:09:27+00:00,2021-01-25 10:14:19+00:00,0:04:52,0:13:04
2021-01-25 10:27:23+00:00,2021-01-25 10:31:53+00:00,0:04:30,0:13:29
2021-01-25 10:45:22+00:00,2021-01-25 10:49:40+00:00,0:04:18,0:13:34
2021-01-25 11:03:14+00:00,2021-01-25 11:07:21+00:00,0:04:07,0:13:38
2021-01-25 11:20:59+00:00,2021-01-25 11:25:40+00:00,0:04:41,0:13:29
2021-01-25 11:39:09+00:00,2021-01-25 11:44:00+00:00,0:04:51,0:13:07
2021-01-25 11:57:07+00:00,2021-01-25 12:01:21+00:00,0:04:14,0:13:32
2021-01-25 12:14:53+00:00,2021-01-25 12:19:13+00:00,0:04:20,0:13:25
2021-01-25 12:32:38+00:00,2021-01-25 12:37:05+00:00,0:04:27,0:12:59
2021-01-25 12:50:04+00:00,2021-01-25 12:54:47+00:00,0:04:43,0:13:29
2021-01-25 13:08:16+00:00,2021-01-25 13:12:52+00:00,0:04:36,0:13:38
2021-01-25 13:26:30+00:00,2021-01-25 13:31:03+00:00,0:04:33,0:13:32
2021-01-25 13:44:35+00:00,2021-01-25 13:49:24+00:00,0:04:49,0:12:55
2021-01-25 14:02:19+00:00,2021-01-25 14:07:05+00:00,0:04:46,0:13:23
2021-01-25 14:20:28+00:00,2021-01-25 14:24:49+00:00,0:04:21,0:13:32
2021-01-25 14:38:21+00:00,2021-01-25 14:43:10+00:00,0:04:49,0:13:06
2021-01-25 14:56:16+00:00,2021-01-25 15:00:38+00:00,0:04:22,0:13:49
2021-01-25 15:14:27+00:00,2021-01-25 15:18:55+00:00,0:04:28,0:13:38
2021-01-25 15:32:33+00:00,2021-01-25 15:37:14+00:00,0:04:41,0:12:46
2021-01-25 15:50:00+00:00,2021-01-25 15:54:30+00:00,0:04:30,0:13:41
2021-01-25 16:08:11+00:00,2021-01-25 16:12:37+00:00,0:04:26,0:13:40
2021-01-25 16:26:17+00:00,2021-01-25 16:30:52+00:00,0:04:35,0:13:41
2021-01-25 16:44:33+00:00,2021-01-25 16:49:22+00:00,0:04:49,0:13:15
2021-01-25 17:02:37+00:00,2021-01-25 17:07:05+00:00,0:04:28,0:13:24
2021-01-25 17:20:29+00:00,2021-01-25 17:24:47+00:00,0:04:18,0:13:44
2021-01-25 17:38:31+00:00,2021-01-25 17:42:42+00:00,0:04:11,0:14:02
2021-01-25 17:56:44+00:00,2021-01-25 18:00:53+00:00,0:04:09,0:13:49
2021-01-25 18:14:42+00:00,2021-01-25 18:19:01+00:00,0:04:19,0:13:46
2021-01-25 18:32:47+00:00,2021-01-25 18:37:32+00:00,0:04:45,0:13:27
2021-01-25 18:50:59+00:00,2021-01-25 18:55:10+00:00,0:04:11,0:13:55
2021-01-25 19:09:05+00:00,2021-01-25 19:13:50+00:00,0:04:45,0:13:08
2021-01-25 19:26:58+00:00,2021-01-25 19:32:08+00:00,0:05:10,0:13:07
2021-01-25 19:45:15+00:00,2021-01-25 19:49:56+00:00,0:04:41,0:13:36
2021-01-25 20:03:32+00:00,2021-01-25 20:07:43+00:00,0:04:11,0:14:13
2021-01-25 20:21:56+00:00,2021-01-25 20:26:22+00:00,0:04:26,0:14:04
2021-01-25 20:40:26+00:00,2021-01-25 20:44:41+00:00,0:04:15,0:13:59
2021-01-25 20:58:40+00:00,2021-01-25 21:02:57+00:00,0:04:17,0:14:16
2021-01-25 21:17:13+00:00,2021-01-25 21:21:41+00:00,0:04:28,0:14:23
2021-01-25 21:36:04+00:00,2021-01-25 21:41:02+00:00,0:04:58,0:13:45
2021-01-25 21:54:47+00:00,2021-01-25 21:59:09+00:00,0:04:22,0:13:51
2021-01-25 22:13:00+00:00,2021-01-25 22:17:41+00:00,0:04:41,0:14:02
2021-01-25 22:31:43+00:00,2021-01-25 22:36:24+00:00,0:04:41,0:13:49
2021-01-25 22:50:13+00:00,2021-01-25 22:54:46+00:00,0:04:33,0:13:49
2021-01-25 23:08:35+00:00,2021-01-25 23:12:49+00:00,0:04:14,0:14:14
2021-01-25 23:27:03+00:00,2021-01-25 23:31:46+00:00,0:04:43,0:13:31
2021-01-25 23:45:17+00:00,2021-01-25 23:50:15+00:00,0:04:58,0:13:05
2021-01-26 00:03:20+00:00,2021-01-26 00:08:17+00:00,0:04:57,0:13:21
2021-01-26 00:21:38+00:00,2021-01-26 00:25:54+00:00,0:04:16,0:14:10
2021-01-26 00:40:04+00:00,2021-01-26 00:44:24+00:00,0:04:20,0:14:16
2021-01-26 00:58:40+00:00,2021-01-26 01:03:06+00:00,0:04:26,0:14:10
2021-01-26 01:17:16+00:00,2021-01-26 01:21:39+00:00,0:04:23,0:13:54
2021-01-26 01:35:33+00:00,2021-01-26 01:39:47+00:00,0:04:14,0:13:53
2021-01-26 01:53:40+00:00,2021-01-26 01:58:21+00:00,0:04:41,0:13:26
2021-01-26 02:11:47+00:00,2021-01-26 02:16:17+00:00,0:04:30,0:13:32
2021-01-26 02:29:49+00:00,2021-01-26 02:34:15+00:00,0:04:26,0:14:08
2021-01-26 02:48:23+00:00,2021-01-26 02:52:48+00:00,0:04:25,0:14:15
2021-01-26 03:07:03+00:00,2021-01-26 03:11:12+00:00,0:04:09,0:14:17
2021-01-26 03:25:29+00:00,2021-01-26 03:29:43+00:00,0:04:14,0:13:55
2021-01-26 03:43:38+00:00,2021-01-26 03:48:28+00:00,0:04:50,0:13:33
2021-01-26 04:02:01+00:00,2021-01-26 04:06:31+00:00,0:04:30,0:13:39
2021-01-26 04:20:10+00:00,2021-01-26 04:24:42+00:00,0:04:32,0:13:37
2021-01-26 04:38:19+00:00,2021-01-26 04:42:51+00:00,0:04:32,0:13:34
2021-01-26 04:56:25+00:00,2021-01-26 05:00:41+00:00,0:04:16,0:13:42
2021-01-26 05:14:23+00:00,2021-01-26 05:19:05+00:00,0:04:42,0:13:21
2021-01-26 05:32:26+00:00,2021-01-26 05:36:44+00:00,0:04:18,0:14:02
2021-01-26 05:50:46+00:00,2021-01-26 05:55:27+00:00,0:04:41,0:14:28
2021-01-26 06:09:55+00:00,2021-01-26 06:14:22+00:00,0:04:27,0:14:26
2021-01-26 06:28:48+00:00,2021-01-26 06:33:18+00:00,0:04:30,0:14:10
2021-01-26 06:47:28+00:00,2021-01-26 06:51:51+00:00,0:04:23,0:13:57
2021-01-26 07:05:48+00:00,2021-01-26 07:10:14+00:00,0:04:26,0:14:01
2021-01-26 07:24:15+00:00,2021-01-26 07:28:41+00:00,0:04:26,0:13:48
2021-01-26 07:42:29+00:00,2021-01-26 07:46:47+00:00,0:04:18,0:13:46
2021-01-26 08:00:33+00:00,2021-01-26 08:05:05+00:00,0:04:32,0:13:19
2021-01-26 08:18:24+00:00,2021-01-26 08:22:43+00:00,0:04:19,0:13:39
2021-01-26 08:36:22+00:00,2021-01-26 08:40:44+00:00,0:04:22,0:13:36
2021-01-26 08:54:20+00:00,2021-01-26 08:58:31+00:00,0:04:11,0:12:18
2021-01-26 09:10:49+00:00,2021-01-26 09:15:44+00:00,0:04:55,0:12:45
2021-01-26 09:28:29+00:00,2021-01-26 09:33:04+00:00,0:04:35,0:12:31
2021-01-26 09:45:35+00:00,2021-01-26 09:50:23+00:00,0:04:48,0:12:40
2021-01-26 10:03:03+00:00,2021-01-26 10:07:53+00:00,0:04:50,0:12:38
2021-01-26 10:20:31+00:00,2021-01-26 10:25:19+00:00,0:04:48,0:12:18
2021-01-26 10:37:37+00:00,2021-01-26 10:42:26+00:00,0:04:49,0:12:24
2021-01-26 10:54:50+00:00,2021-01-26 10:59:35+00:00,0:04:45,0:12:28
2021-01-26 11:12:03+00:00,2021-01-26 11:17:02+00:00,0:04:59,0:12:29
2021-01-26 11:29:31+00:00,2021-01-26 11:34:03+00:00,0:04:32,0:13:12
2021-01-26 11:47:15+00:00,2021-01-26 11:51:51+00:00,0:04:36,0:11:59
2021-01-26 12:03:50+00:00,2021-01-26 12:08:56+00:00,0:05:06,0:12:37
2021-01-26 12:21:33+00:00,2021-01-26 12:25:59+00:00,0:04:26,0:13:26
2021-01-26 12:39:25+00:00,2021-01-26 12:44:18+00:00,0:04:53,0:12:55
2021-01-26 12:57:13+00:00,2021-01-26 13:02:06+00:00,0:04:53,0:12:37
2021-01-26 13:14:43+00:00,2021-01-26 13:19:15+00:00,0:04:32,0:14:40
2021-01-26 13:33:55+00:00,2021-01-26 13:37:16+00:00,0:03:21,0:12:34
2021-01-26 13:49:50+00:00,2021-01-26 13:54:20+00:00,0:04:30,0:12:59
2021-01-26 14:07:19+00:00,2021-01-26 14:11:52+00:00,0:04:33,0:12:55
2021-01-26 14:24:47+00:00,2021-01-26 14:29:15+00:00,0:04:28,0:13:07
2021-01-26 14:42:22+00:00,2021-01-26 14:46:54+00:00,0:04:32,0:13:05
2021-01-26 14:59:59+00:00,2021-01-26 15:04:38+00:00,0:04:39,0:12:31
2021-01-26 15:17:09+00:00,2021-01-26 15:22:45+00:00,0:05:36,0:12:29
2021-01-26 15:35:14+00:00,2021-01-26 15:40:30+00:00,0:05:16,0:12:37
2021-01-26 15:53:07+00:00,2021-01-26 15:59:47+00:00,0:06:40,0:11:25
2021-01-26 16:11:12+00:00,2021-01-26 16:16:14+00:00,0:05:02,0:13:00
2021-01-26 16:29:14+00:00,2021-01-26 16:34:35+00:00,0:05:21,0:12:33
2021-01-26 16:47:08+00:00,2021-01-26 16:52:23+00:00,0:05:15,0:12:39
2021-01-26 17:05:02+00:00,2021-01-26 17:10:30+00:00,0:05:28,0:12:27
2021-01-26 17:22:57+00:00,2021-01-26 17:27:49+00:00,0:04:52,0:13:06
2021-01-26 17:40:55+00:00,2021-01-26 17:45:51+00:00,0:04:56,0:12:59
2021-01-26 17:58:50+00:00,2021-01-26 18:03:54+00:00,0:05:04,0:12:33
2021-01-26 18:16:27+00:00,2021-01-26 18:21:23+00:00,0:04:56,0:13:03
2021-01-26 18:34:26+00:00,2021-01-26 18:39:41+00:00,0:05:15,0:12:40
2021-01-26 18:52:21+00:00,2021-01-26 18:57:12+00:00,0:04:51,0:13:06
2021-01-26 19:10:18+00:00,2021-01-26 19:15:06+00:00,0:04:48,0:13:10
2021-01-26 19:28:16+00:00,2021-01-26 19:34:21+00:00,0:06:05,0:11:51
2021-01-26 19:46:12+00:00,2021-01-26 19:51:18+00:00,0:05:06,0:13:04
2021-01-26 20:04:22+00:00,2021-01-26 20:09:41+00:00,0:05:19,0:12:47
2021-01-26 20:22:28+00:00,2021-01-26 20:27:12+00:00,0:04:44,0:13:36
2021-01-26 20:40:48+00:00,2021-01-26 20:45:34+00:00,0:04:46,0:13:32
2021-01-26 20:59:06+00:00,2021-01-26 21:04:03+00:00,0:04:57,0:13:17
2021-01-26 21:17:20+00:00,2021-01-26 21:22:05+00:00,0:04:45,0:13:39
2021-01-26 21:35:44+00:00,2021-01-26 21:40:51+00:00,0:05:07,0:13:28
2021-01-26 21:54:19+00:00,2021-01-26 21:59:07+00:00,0:04:48,0:13:13
2021-01-26 22:12:20+00:00,2021-01-26 22:17:24+00:00,0:05:04,0:13:12
2021-01-26 22:30:36+00:00,2021-01-26 22:35:05+00:00,0:04:29,0:13:47
2021-01-26 22:48:52+00:00,2021-01-26 22:53:30+00:00,0:04:38,0:13:36
2021-01-26 23:07:06+00:00,2021-01-26 23:11:25+00:00,0:04:19,0:14:07
2021-01-26 23:25:32+00:00,2021-01-26 23:29:51+00:00,0:04:19,0:13:55
2021-01-26 23:43:46+00:00,2021-01-26 23:48:05+00:00,0:04:19,0:13:47
2021-01-27 00:01:52+00:00,2021-01-27 00:06:55+00:00,0:05:03,0:13:44
2021-01-27 00:20:39+00:00,2021-01-27 00:26:05+00:00,0:05:26,0:13:21
2021-01-27 00:39:26+00:00,2021-01-27 00:44:07+00:00,0:04:41,0:14:09
2021-01-27 00:58:16+00:00,2021-01-27 01:03:05+00:00,0:04:49,0:14:06
2021-01-27 01:17:11+00:00,2021-01-27 01:21:48+00:00,0:04:37,0:14:05
2021-01-27 01:35:53+00:00,2021-01-27 01:40:47+00:00,0:04:54,0:14:15
2021-01-27 01:55:02+00:00,2021-01-27 02:00:06+00:00,0:05:04,0:13:33
2021-01-27 02:13:39+00:00,2021-01-27 02:18:00+00:00,0:04:21,0:13:47
2021-01-27 02:31:47+00:00,2021-01-27 02:36:52+00:00,0:05:05,0:14:03
2021-01-27 02:50:55+00:00,2021-01-27 02:55:14+00:00,0:04:19,0:14:06
2021-01-27 03:09:20+00:00,2021-01-27 03:14:18+00:00,0:04:58,0:14:02
2021-01-27 03:28:20+00:00,2021-01-27 03:33:12+00:00,0:04:52,0:13:56
2021-01-27 03:47:08+00:00,2021-01-27 03:51:46+00:00,0:04:38,0:14:04
2021-01-27 04:05:50+00:00,2021-01-27 04:10:48+00:00,0:04:58,0:13:39
2021-01-27 04:24:27+00:00,2021-01-27 04:29:57+00:00,0:05:30,0:13:18
2021-01-27 04:43:15+00:00,2021-01-27 04:48:36+00:00,0:05:21,0:13:29
2021-01-27 05:02:05+00:00,2021-01-27 05:07:11+00:00,0:05:06,0:13:34
2021-01-27 05:20:45+00:00,2021-01-27 05:25:56+00:00,0:05:11,0:13:24
2021-01-27 05:39:20+00:00,2021-01-27 05:44:33+00:00,0:05:13,0:13:47
2021-01-27 05:58:20+00:00,2021-01-27 06:03:05+00:00,0:04:45,0:14:32
2021-01-27 06:17:37+00:00,2021-01-27 06:22:13+00:00,0:04:36,0:14:25
2021-01-27 06:36:38+00:00,2021-01-27 06:41:44+00:00,0:05:06,0:13:52
2021-01-27 06:55:36+00:00,2021-01-27 07:00:42+00:00,0:05:06,0:13:36
2021-01-27 07:14:18+00:00,2021-01-27 07:19:29+00:00,0:05:11,0:13:41
2021-01-27 07:33:10+00:00,2021-01-27 07:41:42+00:00,0:08:32,0:10:56
2021-01-27 07:52:38+00:00,2021-01-27 07:57:14+00:00,0:04:36,0:15:00
2021-01-27 08:12:14+00:00,2021-01-27 08:17:27+00:00,0:05:13,0:14:22
2021-01-27 08:31:49+00:00,2021-01-27 08:36:26+00:00,0:04:37,0:14:36
2021-01-27 08:51:02+00:00,2021-01-27 08:55:24+00:00,0:04:22,0:14:50
2021-01-27 09:10:14+00:00,2021-01-27 09:14:52+00:00,0:04:38,0:14:37
2021-01-27 09:29:29+00:00,2021-01-27 09:34:05+00:00,0:04:36,0:14:15
2021-01-27 09:48:20+00:00,2021-01-27 09:52:48+00:00,0:04:28,0:14:13
2021-01-27 10:07:01+00:00,2021-01-27 10:11:17+00:00,0:04:16,0:14:38
2021-01-27 10:25:55+00:00,2021-01-27 10:30:17+00:00,0:04:22,0:14:19
2021-01-27 10:44:36+00:00,2021-01-27 10:49:07+00:00,0:04:31,0:14:21
2021-01-27 11:03:28+00:00,2021-01-27 11:08:24+00:00,0:04:56,0:13:40
2021-01-27 11:22:04+00:00,2021-01-27 11:27:25+00:00,0:05:21,0:13:21
2021-01-27 11:40:46+00:00,2021-01-27 11:45:10+00:00,0:04:24,0:13:56
2021-01-27 11:59:06+00:00,2021-01-27 12:03:37+00:00,0:04:31,0:13:31
2021-01-27 12:17:08+00:00,2021-01-27 12:21:35+00:00,0:04:27,0:13:24
2021-01-27 12:34:59+00:00,2021-01-27 12:39:20+00:00,0:04:21,0:13:23
2021-01-27 12:52:43+00:00,2021-01-27 12:57:35+00:00,0:04:52,0:13:16
2021-01-27 13:10:51+00:00,2021-01-27 13:15:38+00:00,0:04:47,0:14:01
2021-01-27 13:29:39+00:00,2021-01-27 13:33:53+00:00,0:04:14,0:14:29
2021-01-27 13:48:22+00:00,2021-01-27 13:53:00+00:00,0:04:38,0:13:49
2021-01-27 14:06:49+00:00,2021-01-27 14:11:16+00:00,0:04:27,0:14:01
2021-01-27 14:25:17+00:00,2021-01-27 14:30:11+00:00,0:04:54,0:13:40
